"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40","Policy is accepted PCF Use Case (legacy notation)","","Mon Apr 21 20:55:44 GMT 2025","passed","Mon Apr 21 20:55:44 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest.InMemory","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest$InMemory","shouldAcceptValidPolicyDefinitions"
"","2018","Contract policy is NOT fulfilled Dismantler allowedBrands (IN, but not subset)","","Mon Apr 21 20:57:10 GMT 2025","passed","Mon Apr 21 20:57:12 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimHttpConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimHttpConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","28","Policy is accepted PCF Use Case (new notation)","","Mon Apr 21 20:55:43 GMT 2025","passed","Mon Apr 21 20:55:43 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest.InMemory","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest$InMemory","shouldNotAcceptInvalidValidPolicyDefinitions"
"","31048","Catalog with 1000 offers","","Mon Apr 21 20:55:43 GMT 2025","passed","Mon Apr 21 20:56:14 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest.InMemory","org.eclipse.tractusx.edc.tests.catalog.CatalogTest$InMemory","requestCatalog_of1000Assets_shouldContainAll"
"","5355","When multiple requests to refresh, to different edrs, verify all return non expired token","","Mon Apr 21 20:55:42 GMT 2025","passed","Mon Apr 21 20:55:47 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest.Postgres","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest$Postgres","getEdrWithRefresh_subsequentRequestReturn"
"","3542","Contract policy is fulfilled MembershipCredential","","Mon Apr 21 20:57:12 GMT 2025","passed","Mon Apr 21 20:57:15 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimHttpConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimHttpConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","2041","Contract policy is NOT fulfilled Dismantler activityType does not match","","Mon Apr 21 20:57:04 GMT 2025","passed","Mon Apr 21 20:57:06 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimHttpConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimHttpConsumerPullTest","transferData_whenContractPolicyNotFulfilled"
"","4101","Contract policy is fulfilled PCF Use Case (new notation)","","Mon Apr 21 20:57:19 GMT 2025","passed","Mon Apr 21 20:57:23 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimHttpConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimHttpConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","6070","transferData_privateBackend()","","Mon Apr 21 20:55:29 GMT 2025","passed","Mon Apr 21 20:55:35 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.InMemory","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$InMemory","transferData_privateBackend"
"","905","Refresh token is null or empty (missing) [1] null","","Mon Apr 21 20:55:25 GMT 2025","passed","Mon Apr 21 20:55:26 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","3017","Contract policy is fulfilled Dismantler Cred (activity type)","","Mon Apr 21 20:59:29 GMT 2025","passed","Mon Apr 21 20:59:32 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsHttpConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsHttpConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","33743","Consumer gets cached catalog with provider entry","","Mon Apr 21 20:56:22 GMT 2025","passed","Mon Apr 21 20:56:56 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest.InMemory","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest$InMemory","requestCatalog_fulfillsPolicy_shouldReturnOffer"
